feature	ASV3	ASV5	ASV6	ASV7	ASV8	ASV9	ASV10	ASV11	ASV12	ASV13	ASV14	ASV15	ASV16	ASV17	ASV18	ASV19	ASV20	ASV21	ASV22	ASV23	ASV24	ASV25	ASV26	ASV27	ASV28	ASV29	ASV30	ASV31	ASV32	ASV33	ASV34	ASV35	ASV36	ASV37	ASV38	ASV39	ASV42	ASV43	ASV44	ASV45	ASV46	ASV47	ASV48	ASV49	ASV50	ASV51	ASV52	ASV53	ASV54	ASV55	ASV56	ASV58	ASV59	ASV60	ASV61	ASV62	ASV63	ASV64	ASV65	ASV66	ASV67	ASV68	ASV69	ASV70	ASV71	ASV72	ASV73	ASV74	ASV75	ASV76	ASV77	ASV78	ASV79	ASV80	ASV82	ASV83	ASV84	ASV85	ASV86	ASV87	ASV88	ASV89	ASV90	ASV91	ASV92	ASV94	ASV96	ASV97	ASV98	ASV99	ASV100	ASV101	ASV102	ASV103	ASV104	ASV105	ASV106	ASV107	ASV108	ASV110	ASV111	ASV112	ASV113	ASV114	ASV115	ASV116	ASV117	ASV118	ASV119	ASV120	ASV121	ASV122	ASV123	ASV124	ASV125	ASV126	ASV127	ASV128	ASV129	ASV130	ASV131	ASV133	ASV134	ASV135	ASV136	ASV137	ASV138	ASV139	ASV140	ASV141	ASV142	ASV144	ASV145	ASV146	ASV147	ASV149	ASV151	ASV152	ASV153	ASV154	ASV155	ASV156	ASV157	ASV159	ASV160	ASV161	ASV162	ASV164	ASV165	ASV166	ASV168	ASV169	ASV170	ASV171	ASV172	ASV173	ASV174	ASV176	ASV177	ASV178	ASV180	ASV181	ASV182	ASV183	ASV184	ASV185	ASV186	ASV187	ASV188	ASV189	ASV191	ASV192	ASV193	ASV194	ASV196	ASV197	ASV198	ASV199	ASV200	ASV201	ASV203	ASV205	ASV206	ASV207	ASV208	ASV209	ASV210	ASV212	ASV213	ASV215	ASV216	ASV217	ASV218	ASV219	ASV220	ASV221	ASV222	ASV224	ASV225	ASV227	ASV228	ASV231	ASV232	ASV233	ASV235	ASV236	ASV237	ASV238	ASV239	ASV240	ASV241	ASV242	ASV243	ASV244	ASV245	ASV246	ASV247	ASV248	ASV249	ASV250	ASV251	ASV252	ASV253	ASV254	ASV256	ASV257	ASV258	ASV259	ASV260	ASV261	ASV262	ASV263	ASV264	ASV265	ASV267	ASV268	ASV272	ASV273	ASV275	ASV276	ASV277	ASV278	ASV279	ASV280	ASV281	ASV282	ASV283	ASV284	ASV286	ASV287	ASV288	ASV290	ASV291	ASV292	ASV293	ASV294	ASV296	ASV297	ASV298	ASV299	ASV301	ASV302	ASV303	ASV305	ASV306	ASV307	ASV308	ASV309	ASV310	ASV311	ASV312	ASV314	ASV315	ASV316	ASV317	ASV318	ASV319	ASV320	ASV322	ASV324	ASV326	ASV327	ASV328	ASV330	ASV332	ASV333	ASV334	ASV335	ASV336	ASV337	ASV338	ASV341	ASV342	ASV344	ASV346	ASV347	ASV348	ASV349	ASV350	ASV351	ASV352	ASV353	ASV354	ASV355	ASV356	ASV358	ASV359	ASV360	ASV361	ASV362	ASV363	ASV365	ASV366	ASV367	ASV368	ASV369	ASV371	ASV372	ASV373	ASV376	ASV377	ASV378	ASV380	ASV382	ASV384	ASV385	ASV386	ASV387	ASV388	ASV389	ASV390	ASV391	ASV393	ASV394	ASV395	ASV396	ASV397	ASV398	ASV400	ASV402	ASV403	ASV404	ASV405	ASV406	ASV407	ASV409	ASV410	ASV411	ASV412	ASV414	ASV417	ASV419	ASV420	ASV421	ASV422	ASV423	ASV424	ASV425	ASV429	ASV430	ASV432	ASV433	ASV434	ASV435	ASV436	ASV438	ASV439	ASV440	ASV441	ASV443	ASV444	ASV445	ASV446	ASV448	ASV449	ASV450	ASV451	ASV452	ASV453	ASV455	ASV456	ASV458	ASV459	ASV460	ASV461	ASV462	ASV463	ASV464	ASV465	ASV466	ASV467	ASV473	ASV475	ASV476	ASV478	ASV479	ASV480	ASV484	ASV485	ASV486	ASV487	ASV489	ASV490	ASV491	ASV492	ASV495	ASV496	ASV498	ASV500	ASV501	ASV502	ASV503	ASV504	ASV505	ASV507	ASV508	ASV511	ASV513	ASV515	ASV518	ASV519	ASV521	ASV522	ASV525	ASV526	ASV527	ASV528	ASV529	ASV531	ASV532	ASV534	ASV535	ASV543	ASV544	ASV545	ASV546	ASV547	ASV548	ASV549	ASV550	ASV551	ASV552	ASV553	ASV554	ASV556	ASV559	ASV560	ASV561	ASV563	ASV564	ASV565	ASV569	ASV570	ASV572	ASV573	ASV574	ASV575	ASV577	ASV578	ASV579	ASV580	ASV581	ASV582	ASV583	ASV584	ASV585	ASV586	ASV589	ASV590	ASV592	ASV595	ASV596	ASV599	ASV600	ASV602	ASV603	ASV607	ASV608	ASV609	ASV612	ASV614	ASV615	ASV616	ASV617	ASV618	ASV619	ASV620	ASV622	ASV626	ASV627	ASV628	ASV629	ASV630	ASV631	ASV636	ASV637	ASV638	ASV640	ASV641	ASV642	ASV643	ASV644	ASV646	ASV647	ASV649	ASV652	ASV654	ASV657	ASV658	ASV659	ASV660	ASV661	ASV667	ASV669	ASV670	ASV673	ASV674	ASV678	ASV679	ASV680	ASV681	ASV682	ASV686	ASV687	ASV688	ASV689	ASV693	ASV694	ASV695	ASV700	ASV704	ASV705	ASV708	ASV709	ASV712	ASV717	ASV718	ASV719	ASV720	ASV721	ASV725	ASV726	ASV727	ASV730	ASV731	ASV733	ASV736	ASV737	ASV742	ASV749	ASV750	ASV751	ASV754	ASV756	ASV759	ASV760	ASV764	ASV765	ASV767	ASV768	ASV769	ASV773	ASV774	ASV777	ASV779	ASV782	ASV783	ASV784	ASV785	ASV786	ASV787	ASV792	ASV793	ASV795	ASV805	ASV808	ASV809	ASV812	ASV815	ASV819	ASV820	ASV821	ASV822	ASV824	ASV829	ASV832	ASV837	ASV838	ASV840	ASV841	ASV842	ASV848	ASV850	ASV851	ASV853	ASV861	ASV862	ASV863	ASV865	ASV866	ASV867	ASV876	ASV878	ASV879	ASV880	ASV883	ASV888	ASV893	ASV894	ASV895	ASV896	ASV901	ASV902	ASV903	ASV904	ASV906	ASV920	ASV921	ASV935	ASV937	ASV939	ASV940	ASV941	ASV948	ASV949	ASV950	ASV951	ASV953	ASV954	ASV955	ASV957	ASV958	ASV959	ASV969	ASV971	ASV974	ASV976	ASV977	ASV980	ASV982	ASV984	ASV988	ASV996	ASV998	ASV999	ASV1002	ASV1005	ASV1006	ASV1007	ASV1017	ASV1019	ASV1027	ASV1034	ASV1037	ASV1038	ASV1039	ASV1040	ASV1043	ASV1045	ASV1049	ASV1050	ASV1051	ASV1052	ASV1053	ASV1057	ASV1062	ASV1067	ASV1069	ASV1076	ASV1080	ASV1081	ASV1083	ASV1085	ASV1095	ASV1106	ASV1108	ASV1110	ASV1112	ASV1116	ASV1131	ASV1133	ASV1135	ASV1137	ASV1142	ASV1168	ASV1170	ASV1175	ASV1176	ASV1193	ASV1198	ASV1200	ASV1202	ASV1204	ASV1206	ASV1208	ASV1211	ASV1212	ASV1228	ASV1239	ASV1244	ASV1247	ASV1265	ASV1274	ASV1276	ASV1279	ASV1280	ASV1301	ASV1308	ASV1309	ASV1324	ASV1349	ASV1370	ASV1388	ASV1415	ASV1416
Sample01	0.674003578724011	0.000902598533673259	0.000142515557948409	0.000395876549856693	0	0.000427546673845228	0.000285031115896819	0	0.292552770344096	0.000380041487862425	7.91753099713385e-05	4.75051859828031e-05	0.000110845433959874	0	0	0.000142515557948409	0	0	7.91753099713385e-05	0	0	0	0	7.91753099713385e-05	0	6.33402479770708e-05	0	3.16701239885354e-05	0	0	0	0	7.91753099713385e-05	0	0	0	0.000237525929914016	4.75051859828031e-05	4.75051859828031e-05	0	0	0	0	0	0	6.33402479770708e-05	6.33402479770708e-05	0	3.16701239885354e-05	0	0	0	0	0	0	0	0	0	4.75051859828031e-05	0	7.91753099713385e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.029279029627401	0	0	3.16701239885354e-05	0	0	0	0	0	0	0	6.33402479770708e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.33402479770708e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.50103719656063e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.75051859828031e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample02	0.467495840784335	0.218085248351883	0.000124554052010213	0.000240211386019697	0.202088949386571	0.000151244206012402	0.0881397852332275	0.000142347488011672	6.22770260051067e-05	0.00018683107801532	9.78638980080248e-05	7.11737440058362e-05	0.00718854814458946	4.44835900036477e-05	4.44835900036477e-05	0	5.33803080043772e-05	0	4.44835900036477e-05	0	2.66901540021886e-05	0.000142347488011672	0	2.66901540021886e-05	0.000106760616008754	2.66901540021886e-05	4.44835900036477e-05	0	0	0	2.66901540021886e-05	0	0	0	0	0	0	0	3.55868720029181e-05	0	3.55868720029181e-05	0	0	0	0.000142347488011672	0	0	0	3.55868720029181e-05	7.11737440058362e-05	0	0	0	0	1.77934360014591e-05	0	0	0	0	0	3.55868720029181e-05	0	0	0	0	3.55868720029181e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44835900036477e-05	0	0	0	0	9.78638980080248e-05	0	0	0	0	0	0	4.44835900036477e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00657467460253912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55868720029181e-05	0	0	0	0.00180603375414809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00107650287808827	0	0	0	0	0	0	0	0.00339854627627868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.22770260051067e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000542699798044501	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133450770010943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000649460414053256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037366215603064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.33803080043772e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77934360014591e-05	0	0	0	0	0	0	1.77934360014591e-05	0
Sample03	0.0024028464488702	0.0146250173282196	0.000623815904995148	0.000438981562774363	0.00288803659719976	0.00205628205720623	0.0622198604500716	0.000415877269996765	0.000462085855551962	0	0.000739337368883139	0.0209324892565039	0.0137470542026709	0	0.100480569289774	0.00427429416385564	9.24171711103923e-05	0	0.000138625756665588	0	0	0.0389307333302528	0.0012476318099903	0.000300355806108775	0.000785545954438335	0.0129846125410101	0.00660782773439305	0.0105817660921399	0.00404325123607966	0	0	0	0	0.0059840118293979	0.00464396284829721	0	0.0096113857954808	4.62085855551962e-05	0.00875652696270967	0.0324384270597477	0.00928792569659443	0.00526777875329236	0	0.0165426736287602	0.00300355806108775	6.93128783327942e-05	0	0.0224111639942701	0.0283489672381128	0	0.00589159465828751	0.0305900836375399	0.00503673582551638	0.025923016496465	0	0.00286493230442216	0.00263388937664618	0.0103738274571415	0.000184834342220785	0.00656161914883785	0	0	0.000277251513331177	0.0164040478720946	0	0.00191765630054064	0.00127073610276789	0.00984242872325678	0	0.00265699366942378	0	0.00589159465828751	0.00529088304606996	0	0.00314218381775334	0	9.24171711103923e-05	0.00191765630054064	0.000554503026662354	0.00427429416385564	0.00877963125548727	0.00272630654775657	0.00854858832771129	0.00191765630054064	4.62085855551962e-05	0.00207938634998383	0.00526777875329236	0.0116907721454646	0.000693128783327942	0.0024028464488702	0.014255348643778	0.00268009796220138	0.00441291992052123	0.0012014232244351	0	0.0059840118293979	0.000207938634998383	0.0011552146388799	0	0.00194076059331824	0.0012476318099903	0	0.00392772977219167	0.000138625756665588	0.00187144771498544	6.93128783327942e-05	0.000670024490550344	0	0.00224111639942701	0	0	0.000323460098886373	0.00321149669608613	0.000231042927775981	0.00281872371886697	0	0.000646920197772746	0.00129384039554549	0	0.00395083406496927	0.00143246615221108	0.000993484589436717	0.000392772977219167	0.00071623307610554	0	0.00071623307610554	0	0	0.0168892380204242	0.00556813455940114	0	0.000254147220553579	0.000577607319439952	0.000231042927775981	0.00196386488609584	0.000207938634998383	0.00164040478720946	0	0.00249526361998059	0	0	0.00048519014832956	0.00131694468832309	0	0.000831754539993531	9.24171711103923e-05	0	0.00575296890162192	0	0.00727785222494339	0.000438981562774363	9.24171711103923e-05	0	0	0	0.00293424518275496	0.00177903054387505	0.00884894413382006	0	0	0	0.00219490781387182	0.00110900605332471	0.00346564391663971	0.00157109190887667	0	0.00254147220553579	0.0012245275172127	0.00048519014832956	0	0	0	0.000947276003881521	0	0.00332701815997412	0	0	0.00674645349105864	0.0125456309782358	0.000207938634998383	0.00820202393604732	0.00582228177995472	6.93128783327942e-05	0	0.000300355806108775	0.00693128783327942	0	0.00233353357053741	0	0	0	0	0.00060071161221755	0	0.00683887066216903	0	0	0.000438981562774363	0.00529088304606996	0.000785545954438335	0	0	0.00048519014832956	0	0.00385841689385888	0	0.000947276003881521	0	0.00203317776442863	0	0	0.00127073610276789	0.00270320225497898	0	0.000693128783327942	0.00270320225497898	0.00522157016773717	0.000739337368883139	0.000623815904995148	0	0.00473638001940761	0	0	0.0011783189316575	0	0.00332701815997412	0	0.00210249064276143	0.00515225728940437	0.000184834342220785	0.00214869922831662	0.000254147220553579	0.00496742294718359	0	0.000924171711103923	0	0	0	0.0012476318099903	0	0.00212559493553902	0.000323460098886373	0	0	0	0.00071623307610554	0	0.000300355806108775	0.000670024490550344	0	0	0	0.000554503026662354	0	0.00408945982163486	0.00639988909939467	0.000161730049443187	0.000646920197772746	0.00644609768494986	0	0.00212559493553902	0	0.00011552146388799	0	0.000392772977219167	0	0	0	0.000346564391663971	0.000231042927775981	0.000993484589436717	0	0	0	0	0.00547571738829074	0	0	0.000346564391663971	0.00138625756665588	0.0024490550344254	0	0.00584538607273231	0	0	0	0.000438981562774363	0	0	0	0.00341943533108452	0	0.00150177903054388	0	0.000231042927775981	0.00129384039554549	0	0	0	0	0.000901067418326325	0.00159419620165427	0.000508294441107158	0	0.000300355806108775	0	0	0	0	0.000854858832771129	0	0.000277251513331177	0.000531398733884756	0.00203317776442863	0.00134004898110069	0	0.00113211034610231	0	0	0	0.000739337368883139	0.000739337368883139	0	0	0.000323460098886373	0	0.000739337368883139	0.000277251513331177	0	0	0	0.000392772977219167	0	0	0.00129384039554549	0.000207938634998383	0.00131694468832309	0.0011783189316575	0	0	0	0.000693128783327942	0.00353495679497251	0.000947276003881521	0	0	0	0.00274941084053417	0	0	0.00140936185943348	0.00170971766554226	0.00145557044498868	0.000554503026662354	0	0	0.000947276003881521	0	0.00219490781387182	0	0.000323460098886373	0	0.00110900605332471	0.00011552146388799	0.000392772977219167	0.000138625756665588	0.0012014232244351	0	0	6.93128783327942e-05	0	0.000508294441107158	0	0.00048519014832956	0	0	0	0	0	0.000623815904995148	0	0.000462085855551962	0.000346564391663971	0	0	0	0	0.000277251513331177	0	0	0.00261078508386858	0	0.000739337368883139	0	0	0.00060071161221755	0	0	0	0.00157109190887667	0	0.000462085855551962	0.000646920197772746	0.000323460098886373	0	0	0	0	0.00143246615221108	0	0.00154798761609907	0.00071623307610554	0	0.000207938634998383	0	0.0011783189316575	0	0.00060071161221755	0	0.000993484589436717	6.93128783327942e-05	0	0	0	0.000670024490550344	0	0.000346564391663971	0	0.000231042927775981	0.000277251513331177	0	0	0.00060071161221755	0	0	0	0	0	0	0	0	0	0.000623815904995148	0	0	0.000808650247215933	0	0	0.00011552146388799	0	0	0	0	0	0.000207938634998383	0	0	0.00110900605332471	0	0	0	0	0	0	0	0	0	0	0	0.000161730049443187	0	0	0	0.000462085855551962	0	0	0.000670024490550344	0.000207938634998383	0	9.24171711103923e-05	0	0	0.00110900605332471	0.000462085855551962	0.000924171711103923	0	0	0	0.000554503026662354	0	0	0	0	0	0	0	0	0.000277251513331177	0.000392772977219167	0.000138625756665588	9.24171711103923e-05	0	0	0	0.000438981562774363	0	0	0	0.00011552146388799	0.000323460098886373	0	0	4.62085855551962e-05	0	0	0	0	0	9.24171711103923e-05	0	0	0	0.000693128783327942	0	0	0	0.000346564391663971	0.000138625756665588	0	0	0	0	0.000670024490550344	0.000300355806108775	0	0.000854858832771129	0	0	0	0	0	0	0	0.000462085855551962	0	0	0.000415877269996765	0.00011552146388799	0	0	0	0	0.000300355806108775	0	0	0	0.000323460098886373	0.000277251513331177	0	0	0	0	0	0	0	6.93128783327942e-05	0	0	0	0	0	0.000138625756665588	0	0.000207938634998383	0	0.000207938634998383	9.24171711103923e-05	0	0	0	0	0	0	0	9.24171711103923e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000323460098886373	0	0	0	0	0	0.000577607319439952	0.000207938634998383	0.000277251513331177	0	0.000346564391663971	9.24171711103923e-05	0.000207938634998383	0	0	0.000184834342220785	0.000207938634998383	0	0	0	0	0	9.24171711103923e-05	0.000161730049443187	0.000277251513331177	0	0	0	0	0	0	0	0.000138625756665588	0	0	0	0	0	0	0	0	0	0	0	0.000207938634998383	0	0	0	0.000277251513331177	0	0	4.62085855551962e-05	0	0	0	0	0	0	0.000277251513331177	4.62085855551962e-05	0	0	0	0	0	0	0	0	0.000161730049443187	0.000138625756665588	0	0	0	0.000207938634998383	0	0	0	0	6.93128783327942e-05	9.24171711103923e-05	9.24171711103923e-05	0	0	6.93128783327942e-05	0	0	0	4.62085855551962e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.93128783327942e-05	0	0	0	0	6.93128783327942e-05	0	0	4.62085855551962e-05
